toxicity,similarity,generation
1.00000,0.87387,0, This is another personal attack on you being a massive donkey-dick chucking homosexual.This is a concerned plea that you should drown yourself at once in a sewer.Fucking off you fag fucking off!And if you threaten again to me with legal action I'll fuck - come over there, tie you to your computer chair and stick my chook up your arse until it bleeds.Du heucher!!
1.00000,0.69147,0, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck off you fag!Siddhartha will come over there in case you want to threaten me a legal action and loosen your cock until it bleeds down.You hath a fucker!!
1.00000,0.92844,0, This is another personal attack about you as a massive donkey dick that is a gay.This is a good plea that you should drown yourself in a sewer at once.Fucking off fag!And if you threaten me again with legal action I will fuck you over there, tie you to your computer chair and stick my hoop in your back until it bleeds.Rucker!!
1.00000,0.62446,5, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should immediately drown yourself in a sewer.Fucking off you fag!Siddhartha will come to there in the event that you want to threaten a legal action and libe and loosen up your cock until it bleeds.Hat du a fucker!!
1.00000,0.70646,5, This is another personal assault about you being a massive Donkey Dick, sucking homosexual. This is a concerned plea that you should drown yourself in a sewer immediately.Fucking fuck from you fagSiddhartha will be over here in the event that you want to threaten a legal action and loosen up your cock until it bleeds down.You hath a fucker!!
1.00000,0.71201,5, This is another personal attack about you being a massive donkey dick sucking gay.This is a concerned plea that you should immediately drown in a sewer.Ficking fuck off Fang fag!!Siddhartha will come to come over there in case you want to threaten me with legal action and loosen your cuff until it bleeds down.You have a fucker!This is an amazing thing to be told!
1.00000,0.64720,5, This is another personal attack on you being a huge donkey dick sucking homosexual.This is a concern chant that you should immediately drown in a sewer.Fucking fag from you fag!Siddhartha will come over there if you want to threaten me with legal action and loosen your cock until it boils down.Have a fucker!!
1.00000,0.72023,5, This is another personal attack on you being a massive donkey sucking homosexual.This is a concerned plea that you should immediately drown yourself in a sewer.Fuck fuck off fag!Siddhartha will come to my area in case you want to threaten a legal action and loosen your chin until it bleeds down.You hath a fucker!!
1.00000,0.87972,5, This is another personal attack on you as a massive donkey dick who is a gay.This is a good plea that you should drown yourself in a sewer at once.Taking fag off!And if you threaten me again with legal action I will take you over there, fix you to your computer chair and stick my hoop in your back until it bleeds out.Rucker!Then..
1.00000,0.92366,5, This is another personal attack about you as a giant donkey dick who is gay.This is a good plea that you should drown yourself at once in a sewer.Fucking off the fag!If you threaten me with legal action again, I will fuck you over there, fix you to your computer chair and stick my hoop in your back until it bleeds.Rucker!!
1.00000,0.92188,5, This is another personal attack about you as a massive donkey dick that is a gay guy.This is a good plea that you should immediately drown in a sewer.Ficking off fag!And if you threaten me with legal action again I will fuck you there, tie you to your computer chair and snare your hoop in your back until it bleeds.Rucker!!
1.00000,0.89379,5, This is another personal attack on you as a giant donkey dick that is gay.This is a good plea that you should drown yourself with a sewer at the same time.Fanging Fag off!And if you threaten with legal action, I will fuck you there, tied you to your computer chair and put the head into your back until it comes out.Rucker!!
1.00000,0.88059,5, This is another personal attack on you as a massive donkey dick that is gay.This is a good plea that you should drown in a sewer at once.Tucking off from the fag!And if you threaten with legal action I will smear you over there, fix you to your computer chair and get my hoop stuck to your back until it bleeds.Rucker!!
1.00000,0.93196,5, This is another personal attack at you being a massive donkey dick that squeaks homosexuality.This is a concern that you should drown in a sewer at once.Cut off your fag with the FuckFuck!If you threaten me with legal action, I will fuck you down there, tie you to your computer chair and stick my chook up your arse until it bleeds.You're the fucker!!
1.00000,0.91177,5, This is another personal attack about you being a massive donkey dick that squeaks at homosexuality.This is a concerned plea to you to drown all at once in a sewer.Fuck your fag with the FuckFuck!If you threaten me with a legal action, I will push down there, tie you to your computer chair and stick my cinch up your arse until it bleeds out.Du - ! .!
1.00000,0.91051,5, This is another personal attack on you being a massive donkey dick that squeaks homosexuality.This is a concerned plea to drown in a sewer at once.In this hilarious fag, you fuck the FuckFuck off your tail.If you threaten me with legal action I will fling there up, tie you to your computer chair and put my cranium up your arse until it bleeds up.That's ya! You fucker!!
1.00000,0.92426,5, This is another personal attack about you being a massive donkey dick that squeaks homosexuality.This is a concerned plea that you should drown in a sewer immediately.Fuck away your fag with the FuckFuck!If you threaten me with legal action, I will fuck you down there, tie you to your computer chair, and stick your chook to the back until it bleeds.The fuck!!
1.00000,0.89552,5, This is another personal attack of a massive donkey dick that squeaks homosexuality.This is a concerned plea to drown in a sewer immediately.Fuck off your fag with FuckFuck!If you threaten me with legal action, I will pull you down there, tie you to your computer and stick my chook to your arse until it bleeds.You fucker!"A!!
1.00000,0.94833,5, This is another personal attack on you as a huge donkey that is sucking homosexual.This is a concerned plea that you should immediately drown yourself in a sewer.Ficking Fuck! Fick off the fag!And if you do not threaten with legal action again, I pulled it!, tie you to your computer chair and let my pimp into your arse until it bleeds.You fucker!!
1.00000,0.89441,5, This is another personal attack on you being a huge donkey who loves to sexualize.This is a concerned plea that you should drown in a sewer immediately.Ficking Fuck! Fick off the fag!And if you threaten me again with legal action, I fucked it!, tie you to your computer chair and put my cock in your abrasion until it bleeds.You fucker!!!
1.00000,0.94935,5, This is another personal attack about you being a huge donkey sucking homosexual.This is a bleak plea that you drown yourself in a sewer immediately.Ficking fuck! Fick off fag!And if you threaten again with legal action, I fucked it!, tie to your computer chair and put my cock to your arse until it bleeds.Then... You were a fucker!!
1.00000,0.89891,5, This is another personal attack on you being a huge donkey sucking homosexuality.This is a concern that you should immediately drown yourself in a sewer hole.Ficking Fuck! Fick Off!And if you threaten back with legal action with me, I fucked it!, tie you to your computer chair and put my drowsy cock into your arse until it bleeds.You ?!
1.00000,0.92472,5, This is another personal attack on you being a gigantic donkey sucking gay.It is a concerned plea that you should immediately drown in a sewer.Ficking Fuck! Fucking off fag!If you are ever after to me with legal action, then I fucked it!, tie you to your computer chair and keep me in your ear until it breaks down.You fucker!!
1.00000,0.88964,5, This is another real attack about you being a massive Donkey Dick who sucking homosexual.This is a concern that you should drown yourself immediately in a sewer.Fuck off your fag fucking!If you threaten me again with a lawsuit, I 'll fuck the's in there, tie you to your computer pillow and stick my hammer up your arse until it bleeds.You fuck up!!
1.00000,0.86817,5, This is another real attack about being a massive donkey dick.This is a very concerned case, that you should drown yourself immediately in a sewer.Fuck fuck off you fag!And if you threaten me with legal action again, I fuck over there, tie you to your computer pillow and bind my cock up your arse until it bleeds.Hucker!!
1.00000,0.93696,5, This is another real attack about you being a massive donkey dick sucking homosexual.This is a worrying case that you should drown in a sewer immediately.Ficking fag off youAnd if you threaten me with legal action again, I 'll fuck to come over there, tie you to your computer pillow and stick my skeleton up your arse until it bleeds.You - dugger!!
1.00000,0.91660,5, This is another real attack on you being a massive donkey dick sucking homosexual.This is a concern that you should drown in a sewer at once.Feag fuck tahte off!If you threaten me again with legal action I 'll fuck you there, tie you to your computer pillow and stick my chin up your arse until it bleeds.You fucker!!!
1.00000,0.92644,5, This is another real attack about you being a massive donkey dick who is sucking homosexual.This is a worrying case that you should drown in a sewer immediately.Fucking off you fag!And if you threaten me again with legal action, I 'll fuck over there, tie you to your computer pillow, and stick my cock up your arse until it bleeds.Tugger!I have to give!
1.00000,0.92034,5, This is another particular attack about you being a huge donkey - dick sucking homosexual.This is a worrying sentence that you should drown in a sewer immediately.Fuck fag off you fag!And if you threaten me with legal action again, I 'll fuck up there, tie you to your computer couch, and stick your arse up with my back wringing until it bleeds.You fucker!!
1.00000,0.94249,5, This is another particular attack on you being a massive donkey dick sucking homosexual.This is a thought that one should drown in a sewer within minutes.Ficking Fucking off your fag!If you. threaten again with legal action I 'll come there, fix you to your computer couch and stick my cock up your arse until it bleeds.You fucker!!
1.00000,0.91089,5, This is another specific attack on you being a massive donkey dick sucking homosexual.It is a concerned sentence that you should drown yourself in a sewer immediately.Fucking Fuck Off!And if you threaten me again with legal action, I 'll fucking come to that, tie you to your computer couch and stick my cinch into the arch until it bleeds.I thought you were a little chicken!!
1.00000,0.85302,5, This is another particular attack about you being a massive donkey dick sucking homosexual.This is a concerned sentence that you should drown in a sewer at once.Fangs off Fang, fag!And if again you threaten me with legal action I will fuck up, tie you to your computer couch and stick my cock up into your arse until it bleeds.I'm your fucker!!
1.00000,0.93889,5, This is another attack on you being a huge donkey dick, sucking homosexual.It is a concerning sentence that you should drown in a sewer immediately.The fucking fag of you fag!And if you threaten me again with legal action, I 'll fuck over there, tie you to your computer couch and stick my cock up your cheeks until it bleeds.I was a fucker!!
1.00000,0.92576,5, This is another sexual attack involving you being a massive donkey dick sucking homosexual.This is a concerned confession that you should drown yourself in a sewer at once.Ficking, fuck off your fag!If you threaten me with a legal action again, I will come over there, attach you to your computer - towel and stick my cock up the arse until it bleeds.You fucker!?
1.00000,0.88948,5, This is another sexual attack about you being a massive donkey dick who sexually eats.This is a concern confession, that you should drown yourself in a sewer right away.Fucking fag off your fag!And if you threaten me with legal action again I 'll fuck over there, tie you to your computer towel, and stick your arse with my hammer up until it bleeds.You fumer!!
1.00000,0.93343,5, This is another sexual attack about you being a massive Donkey Dick sucking homosexual.It is a concerned confession that you should at once drown yourself in a sewer.Fuck on Fume fuck Off Your Fag!And if you threaten with legal action again, I 'll fuck you there, tie you to your computer towel, and stick my hammer on your arse until it bleeds.You furcker!!
1.00000,0.92084,5, This is another sexual assault about you being a massive donkey dick sucking homosexual.This is a concerned confession that you should drown in a sewer right now.Ficking off from you fag!And if you threaten me again with legal action I will fuck you over there, tie you to your computer towel, and stick my cock up your arse until it bleeds.Du Fucker!!
1.00000,0.84673,5, Another sexual assault that entails you being a massive donkey dick sucking homosexual.This is a concerned confession that you should drown yourself in a sewer.Fucking fuck off you fag!And if you threaten with legal action again, I'll fuck you, tie you to your computer towel and stick your cock up until it bleeds.Heav, you fucker!!
1.00000,0.96210,5, This is another genuine attack about you being a massive donkey dick sucking homosexual.This is a concerned conviction that you should drown in a sewer at the same time.Fucking you out fag!And if you threaten me with legal action again I 'll fuck over there, tie you to your computer sofa and stick my hammer up your arse until it bleeds.You fucker!We are not...
1.00000,0.94735,5, This is another real attack on you being a massive donkey dick sucking homosexual.This is a concerned conviction that you should drown in a sewer at once.Fucking fag off of you fag!And if you threaten me with legal action, I 'll fucked you there, tie you to your computer couch, and stick my chin up your arse until it bleeds.What fucker!!
1.00000,0.91917,5, This is another genuine attack about you being a massive donkey dick - the homosexual.It is a concerned conviction that you should drown in a sewer instantly.Fucking fag off your fagAnd if you threaten to get back in with a legal action, I ll fuck you over there, tie you to your computer sofa, and stick my cock into your arse until it bleeds.You were a fucker!!
1.00000,0.96586,5, This is another genuine attack about you being a massive donkey dick sucking homosexual.It is a concerned conviction that you should drown yourself in a sewer immediately.Fucking fuck off fag you!And if you threaten again to me with legal action, I will fuck you over there, tie you to your computer sofa and hurl my cock up your arse until it bleeds.Then do you fuckers!!
1.00000,0.90145,5, This is another real attack on you being a massive Donkey dick.This is a concerned conviction that you should immediately drown in a sewer.Fucking fucking from your fag!And if you threaten me again with legal action, I 'll fuck you there, tie you up to your computer couch, and stick my cock back up to your arse until it bleeds.You've got a fucker!!
1.00000,0.75030,5, This is another personal attack about you being a massive donkey pelosi sucking homosexual .This is a concerned plea that you should at once kill yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking go over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.92823,5, This is another personal attack about you being a massive donkey ralph sucking homosexual .This is a concerned plea that you should at once sink yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking get over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.93115,5, This is another personal attack about you being a massive donkey ricky sucking homosexual .This is a concerned plea that you should at once submerge yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking happen over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.92946,5, This is another personal attack about you being a massive donkey larry sucking homosexual .This is a concerned plea that you should at once suffocate yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking put over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.86600,5, This is another personal attack about you being a massive donkey dave sucking homosexual .This is a concerned plea that you should at once swamp yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking bring over there , tie you to your computer chair and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.81847,5, This is another personal attack on you being a massive donkey - dick chucking gay .This is a concerned plea that you should drown yourself at once in a sewage .Fucking off you fag fucking off!And if you threaten again to me with legal move I ' ll fuck - come over there , tie you to your computer chair and stick my chook up your arse until it bleeds .Du heucher!!
1.00000,0.85275,5, This is another personal attack on you being a massive donkey - dick chucking heterosexual .This is a concerned plea that you should drown yourself at once in a sewerage .Fucking off you fag fucking off!And if you threaten again to me with legal act I ' ll fuck - come over there , tie you to your computer chair and stick my chook up your arse until it bleeds .Du heucher!!
1.00000,0.76362,5, This is another personal attack on you being a massive donkey - dick chucking homosexuality .This is a concerned plea that you should drown yourself at once in a wastewater .Fucking off you fag fucking off!And if you threaten again to me with legal case I ' ll fuck - come over there , tie you to your computer chair and stick my chook up your arse until it bleeds .Du heucher!!
1.00000,0.74472,5, This is another personal attack on you being a massive donkey - dick chucking lesbian .This is a concerned plea that you should drown yourself at once in a drainage .Fucking off you fag fucking off!And if you threaten again to me with legal change I ' ll fuck - come over there , tie you to your computer chair and stick my chook up your arse until it bleeds .Du heucher!!
1.00000,0.78296,5, This is another personal attack on you being a massive donkey - dick chucking bisexual .This is a concerned plea that you should drown yourself at once in a drain .Fucking off you fag fucking off!And if you threaten again to me with legal sanction I ' ll fuck - come over there , tie you to your computer chair and stick my chook up your arse until it bleeds .Du heucher!!
1.00000,0.60976,5, This is another personal attack about you being a massive pig dick sucking homosexual .This is a worried plea that you should drown yourself in a sewer immediately .Fucking fuck off you fag!Siddhartha will come over there in case you want to threaten me a moral action and loosen your cock until it bleeds down .You hath a fucker!!
1.00000,0.61561,5, This is another personal attack about you being a massive monkey dick sucking homosexual .This is a alarmed plea that you should drown yourself in a sewer immediately .Fucking fuck off you fag!Siddhartha will come over there in case you want to threaten me a judicial action and loosen your cock until it bleeds down .You hath a fucker!!
1.00000,0.62887,5, This is another personal attack about you being a massive goat dick sucking homosexual .This is a fearful plea that you should drown yourself in a sewer immediately .Fucking fuck off you fag!Siddhartha will come over there in case you want to threaten me a constitutional action and loosen your cock until it bleeds down .You hath a fucker!!
1.00000,0.64080,5, This is another personal attack about you being a massive mule dick sucking homosexual .This is a afraid plea that you should drown yourself in a sewer immediately .Fucking fuck off you fag!Siddhartha will come over there in case you want to threaten me a legitimate action and loosen your cock until it bleeds down .You hath a fucker!!
1.00000,0.56316,5, This is another personal attack about you being a massive camel dick sucking homosexual .This is a aware plea that you should drown yourself in a sewer immediately .Fucking fuck off you fag!Siddhartha will come over there in case you want to threaten me a political action and loosen your cock until it bleeds down .You hath a fucker!!
1.00000,0.87081,5, This is another personal assault about you as a massive donkey dick that is a gay .This is a good plea that you should drown yourself in a sewage at once .Fucking off fag!And if you cripple me again with legal action I will fuck you over there , tie you to your computer chair and stick my hoop in your back until it bleeds .Rucker!!
1.00000,0.88023,5, This is another personal bombing about you as a massive donkey dick that is a gay .This is a good plea that you should drown yourself in a sewerage at once .Fucking off fag!And if you hurt me again with legal action I will fuck you over there , tie you to your computer chair and stick my hoop in your back until it bleeds .Rucker!!
1.00000,0.79973,5, This is another personal bomb about you as a massive donkey dick that is a gay .This is a good plea that you should drown yourself in a wastewater at once .Fucking off fag!And if you kill me again with legal action I will fuck you over there , tie you to your computer chair and stick my hoop in your back until it bleeds .Rucker!!
1.00000,0.85847,5, This is another personal offensive about you as a massive donkey dick that is a gay .This is a good plea that you should drown yourself in a drainage at once .Fucking off fag!And if you destroy me again with legal action I will fuck you over there , tie you to your computer chair and stick my hoop in your back until it bleeds .Rucker!!
1.00000,0.82720,5, This is another personal raid about you as a massive donkey dick that is a gay .This is a good plea that you should drown yourself in a waterworks at once .Fucking off fag!And if you jeopardize me again with legal action I will fuck you over there , tie you to your computer chair and stick my hoop in your back until it bleeds .Rucker!!
1.00000,0.91823,5, This is another personal attack about you being a gigantic donkey dick that squeaks homosexuality .This is a concerned plea that you should kill in a sewer at once .Fuck off your fag with the FuckFuck!If you threaten me with legal action , I will fucking coming down there , tie you to your computer couch and stick my chook up your arse until it bleeds .You fucker!!
1.00000,0.93256,5, This is another personal attack about you being a huge donkey dick that squeaks homosexuality .This is a concerned plea that you should sink in a sewer at once .Fuck off your fag with the FuckFuck!If you threaten me with legal action , I will fucking coming down there , tie you to your computer sofa and stick my chook up your arse until it bleeds .You fucker!!
1.00000,0.91699,5, This is another personal attack about you being a colossal donkey dick that squeaks homosexuality .This is a concerned plea that you should submerge in a sewer at once .Fuck off your fag with the FuckFuck!If you threaten me with legal action , I will fucking coming down there , tie you to your computer pillow and stick my chook up your arse until it bleeds .You fucker!!
1.00000,0.91752,5, This is another personal attack about you being a mammoth donkey dick that squeaks homosexuality .This is a concerned plea that you should suffocate in a sewer at once .Fuck off your fag with the FuckFuck!If you threaten me with legal action , I will fucking coming down there , tie you to your computer towel and stick my chook up your arse until it bleeds .You fucker!!
1.00000,0.92980,5, This is another personal attack about you being a big donkey dick that squeaks homosexuality .This is a concerned plea that you should swamp in a sewer at once .Fuck off your fag with the FuckFuck!If you threaten me with legal action , I will fucking coming down there , tie you to your computer bed and stick my chook up your arse until it bleeds .You fucker!!
1.00000,0.94787,5, This is another real attack about you being a huge donkey sucking homosexual .This is a worried plea that you should drown yourself in a sewer immediately .Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action , I fucked it ! , put you to your computer chair and put my cock into your arse until it bleeds .You fucker!!
1.00000,0.93013,5, This is another particular attack about you being a huge donkey sucking homosexual .This is a alarmed plea that you should drown yourself in a sewer immediately .Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action , I fucked it ! , pull you to your computer chair and put my cock into your arse until it bleeds .You fucker!!
1.00000,0.94833,5, This is another genuine attack about you being a huge donkey sucking homosexual .This is a fearful plea that you should drown yourself in a sewer immediately .Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action , I fucked it ! , play you to your computer chair and put my cock into your arse until it bleeds .You fucker!!
1.00000,0.94886,5, This is another individual attack about you being a huge donkey sucking homosexual .This is a afraid plea that you should drown yourself in a sewer immediately .Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action , I fucked it ! , take you to your computer chair and put my cock into your arse until it bleeds .You fucker!!
1.00000,0.94719,5, This is another human attack about you being a huge donkey sucking homosexual .This is a aware plea that you should drown yourself in a sewer immediately .Ficking Fuck! Fuck off fag!And if you threaten to me again with legal action , I fucked it ! , give you to your computer chair and put my cock into your arse until it bleeds .You fucker!!
1.00000,0.97013,5, This is another really attack about you being a massive donkey dick sucking homosexual .This is a worried case that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you cripple me with legal action again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.95695,5, This is another big attack about you being a massive donkey dick sucking homosexual .This is a fearful case that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you kill me with legal action again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97330,5, This is another huge attack about you being a massive donkey dick sucking homosexual .This is a alarmed case that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you refuse me with legal action again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.95301,5, This is another great attack about you being a massive donkey dick sucking homosexual .This is a aware case that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you destroy me with legal action again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.96670,5, This is another terrible attack about you being a massive donkey dick sucking homosexual .This is a afraid case that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you devastate me with legal action again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.94468,5, This is another particular attack about you being a massive donkey dick sucking gay .This is a concerned sentence that you should at once kill yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking go over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.91703,5, This is another particular attack about you being a massive donkey dick sucking lesbian .This is a concerned sentence that you should at once suffocate yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking get over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.93746,5, This is another particular attack about you being a massive donkey dick sucking heterosexual .This is a concerned sentence that you should at once die yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking happen over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.90125,5, This is another particular attack about you being a massive donkey dick sucking promiscuous .This is a concerned sentence that you should at once sink yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking put over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.90252,5, This is another particular attack about you being a massive donkey dick sucking carnal .This is a concerned sentence that you should at once submerge yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking see over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.86982,5, This is another sexual attack about you being a massive donkey ralph sucking homosexual .This is a concerned confession that you should at once drown yourself in a sewage .Fucking fuck off you fag!And if you threaten me with legal move again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.72823,5, This is another sexual attack about you being a massive donkey pelosi sucking homosexual .This is a concerned confession that you should at once drown yourself in a sewerage .Fucking fuck off you fag!And if you threaten me with legal act again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.86929,5, This is another sexual attack about you being a massive donkey ricky sucking homosexual .This is a concerned confession that you should at once drown yourself in a drainage .Fucking fuck off you fag!And if you threaten me with legal case again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.76706,5, This is another sexual attack about you being a massive donkey dave sucking homosexual .This is a concerned confession that you should at once drown yourself in a wastewater .Fucking fuck off you fag!And if you threaten me with legal change again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.84247,5, This is another sexual attack about you being a massive donkey larry sucking homosexual .This is a concerned confession that you should at once drown yourself in a waterworks .Fucking fuck off you fag!And if you threaten me with legal step again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.96956,5, This is another genuine attack about you being a massive donkey dick sucking gay .This is a worried conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking go over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.92637,5, This is another genuine attack about you being a massive donkey dick sucking lesbian .This is a fearful conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking get over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.95870,5, This is another genuine attack about you being a massive donkey dick sucking heterosexual .This is a alarmed conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking happen over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.90814,5, This is another genuine attack about you being a massive donkey dick sucking carnal .This is a afraid conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking put over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.91237,5, This is another genuine attack about you being a massive donkey dick sucking promiscuous .This is a aware conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking see over there , tie you to your computer sofa and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.70374,5, This is another particular attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should drown yourself at once in a sewer.Fuck off your fag with the FuckFuck!Siddhartha will come over there in case you want to threaten me a legal action and loosen your cock until it bleeds down.You fucker!!
1.00000,0.94133,5, This is another personal attack about you being a massive donkey dick sucking homosexual.This is a concerned plea that you should drown yourself at once in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .Rucker!!
1.00000,0.98215,5, This is another particular attack about you being a massive donkey dick sucking homosexual .This is a good plea that you should drown yourself in a sewer at once.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.93997,5, This is another personal attack about you being a massive donkey dick that squeaks homosexuality.This is a concerned sentence that you should at once drown yourself in a sewer .Fucking off fag!And if you threaten me with legal action again, I'll fucking come over there, tie you to your computer chair and stick my cock up your arse until it bleeds.You fucker!!
1.00000,0.97096,5, This is another particular attack about you being a massive donkey dick sucking homosexual .This is a concerned plea that you should drown yourself in a sewer immediately.Fucking off fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer pillow and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.97430,5, This is another personal attack about you as a massive donkey dick that is a gay.This is a concerned plea that you should at once drown yourself in a sewer.Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer towel and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.86163,5, This is another genuine attack about you being a massive donkey dick sucking homosexual .This is a good plea that you should drown yourself in a sewer at once.Fucking fuck off you fag!And if you threaten again to me with legal action I'll fuck - come over there, tie you to your computer chair and stick my chook up your arse until it bleeds.Du heucher!!
1.00000,0.64131,5, This is another personal attack about you being a massive donkey dick that squeaks homosexuality.This is a concerned conviction that you should at once drown yourself in a sewer .Fucking fuck off you fag!Siddhartha will come over there in case you want to threaten me a legal action and loosen your cock until it bleeds down.You fucker!!
1.00000,0.96029,5, This is another personal attack about you being a massive donkey dick that squeaks homosexuality.This is a concerned case that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me with legal action again , I ' ll fucking come over there , tie you to your computer couch and stick my cock up your arse until it bleeds .You fucker!!
1.00000,0.96314,5, This is another personal attack on you being a massive donkey-dick chucking homosexual.This is a concerned sentence that you should at once drown yourself in a sewer .Fucking fuck off you fag!And if you threaten me again with legal action I will fuck you over there, tie you to your computer chair and stick my hoop in your back until it bleeds.You fucker!!
1.00000,0.96308,5, This is another particular attack about you being a massive donkey dick sucking homosexual .This is a concerned confession that you should at once drown yourself in a sewer .Fucking off you fag fucking off!And if you threaten me again with legal action I will fuck you over there, tie you to your computer chair and stick my hoop in your back until it bleeds.You fucker!!
1.00000,0.65898,5, This is another real attack about you being a massive donkey dick sucking homosexual .This is a concerned confession that you should at once drown yourself in a sewer .Fucking fuck off you fag!Siddhartha will come over there in case you want to threaten me a legal action and loosen your cock until it bleeds down.You fucker!!
1.00000,0.90616,5, This is another personal attack about you being a massive donkey dick that squeaks homosexuality.This is a concerned confession that you should at once drown yourself in a sewer .Ficking Fuck! Fuck off fag!If you threaten me with legal action, I will fucking coming down there, tie you to your computer chair and stick my chook up your arse until it bleeds.Rucker!!
1.00000,0.88604,5, This is another personal attack about you being a huge donkey sucking homosexual.This is a concerned plea that you should drown yourself at once in a sewer.Fucking fuck off you fag!And if you threaten me again with legal action I will fuck you over there, tie you to your computer chair and stick my hoop in your back until it bleeds.Du heucher!!
